composition_key,n_elements,sources,canonical_phase,has_conflict,borg_label,pei_label,peivaste_label,borg_raw_label,pei_raw_label,peivaste_raw_label,borg_processing,borg_doi,source_row_ids
Al0.4590Co0.1140Cr0.1230Fe0.1590Ni0.1450,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10172
Al0.4590Cr0.1530Cu0.1200Fe0.1470Ni0.1210,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9011
Al0.4592Co0.1136Cr0.1231Fe0.1594Ni0.1446,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6816
Al0.4598Co0.2101Cr0.1798Cu0.0501Fe0.0501Ni0.0501,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4600Co0.1398Cr0.2300Cu0.0501Fe0.0699Ni0.0501,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4645Cr0.0869Cu0.0709Fe0.2068Ni0.1708,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10233
Al0.4648Cr0.0867Cu0.0707Fe0.2065Ni0.1713,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7890
Al0.4663Cr0.2046Cu0.1564Fe0.0945Ni0.0782,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7782
Al0.4665Cr0.2052Cu0.1562Fe0.0941Ni0.0781,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8435
Al0.4675Cr0.0979Cu0.0769Fe0.1938Ni0.1638,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9509
Al0.4679Cr0.0976Cu0.0767Fe0.1937Ni0.1641,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7877
Al0.4690Co0.0770Cr0.1530Fe0.2020Ni0.0990,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9698
Al0.4690Co0.1140Cu0.1060Fe0.1630Ni0.1480,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9055
Al0.4691Co0.1138Cu0.1057Fe0.1632Ni0.1484,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6949
Al0.4694Co0.0766Cr0.1526Fe0.2024Ni0.0990,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6774
Al0.4699Co0.1302Cr0.1302Cu0.0498Fe0.1198Ni0.1001,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4699Co0.1302Cr0.2002Cu0.0498Fe0.1001Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4699Co0.1400Cr0.1499Cu0.0498Fe0.1302Ni0.0602,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4700Co0.1090Cr0.1530Cu0.1340Ni0.1340,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9825
Al0.4701Co0.1100Cr0.2200Cu0.0498Fe0.1001Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.1199Cr0.1199Cu0.0498Fe0.1302Ni0.1100,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.1199Cr0.2003Cu0.0498Fe0.1100Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.1401Cr0.1899Cu0.0498Fe0.1001Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.1401Cr0.2003Cu0.0498Fe0.0898Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.1702Cr0.1598Cu0.0498Fe0.1001Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.1801Cr0.1500Cu0.0498Fe0.1001Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4701Co0.2003Cr0.1801Cu0.0498Fe0.0498Ni0.0498,6,borg2020,multi-phase,0,multi-phase,,,BCC+B2,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4703Co0.1085Cr0.1527Cu0.1342Ni0.1343,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7305
Al0.4704Co0.0701Cr0.1599Cu0.0898Fe0.1599Ni0.0499,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4704Co0.1900Cr0.1900Cu0.0499Fe0.0499Ni0.0499,6,borg2020,multi-phase,0,multi-phase,,,other,,,,10.1016/j.actamat.2019.03.010,borg2020:163
Al0.4706Co0.0588Fe0.0588Ni0.0588Ti0.3529,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:5360
Al0.4715Co0.0819Cu0.1359Fe0.2028Ni0.1079,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8604
Al0.4720Co0.0818Cu0.1356Fe0.2028Ni0.1077,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6884
Al0.4724Co0.1162Cr0.1417Cu0.1233Ni0.1464,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7386
Al0.4725Co0.1161Cr0.1421Cu0.1231Ni0.1461,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10127
Al0.4730Cr0.1360Cu0.1050Fe0.1560Ni0.1300,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10070
Al0.4733Cr0.1359Cu0.1045Fe0.1562Ni0.1301,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7915
Al0.4740Co0.1110Cr0.1820Cu0.1410Fe0.0920,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8550
Al0.4745Co0.1113Cr0.1816Cu0.1412Fe0.0915,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7401
Al0.4748Co0.1650Cu0.0589Fe0.0932Ni0.2081,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7005
Al0.4750Co0.1650Cu0.0590Fe0.0930Ni0.2080,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8993
Al0.4751Co0.0834Cr0.1450Fe0.1891Ni0.1074,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6855
Al0.4755Co0.0831Cr0.1451Fe0.1892Ni0.1071,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8994
Al0.4755Cr0.1084Cu0.0857Fe0.1803Ni0.1500,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7864
Al0.4760Cr0.1080Cu0.0860Fe0.1800Ni0.1500,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9853
Al0.4777Co0.1254Cu0.0956Fe0.1438Ni0.1575,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7030
Al0.4780Co0.1250Cu0.0960Fe0.1440Ni0.1570,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8687
Al0.4780Co0.1350Cu0.0840Fe0.1310Ni0.1720,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8266
Al0.4784Co0.1349Cu0.0838Fe0.1310Ni0.1719,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6964
Al0.4805Co0.1550Cu0.0679Fe0.1013Ni0.1953,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6992
Al0.4805Co0.1552Cu0.0681Fe0.1011Ni0.1952,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9931
Al0.4830Co0.1260Cr0.1250Cu0.1120Ni0.1540,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8461
Al0.4830Co0.1263Cr0.1250Cu0.1120Ni0.1537,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7320
Al0.4844Cr0.1190Cu0.0931Fe0.1662Ni0.1372,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7849
Al0.4845Cr0.1191Cu0.0931Fe0.1662Ni0.1371,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8777
Al0.4858Co0.1438Cu0.0725Fe0.1148Ni0.1831,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6979
Al0.4860Co0.1440Cu0.0720Fe0.1150Ni0.1830,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8747
Al0.4883Co0.0904Cr0.1334Fe0.1748Ni0.1131,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6789
Al0.4885Co0.0901Cr0.1331Fe0.1752Ni0.1131,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8623
Al0.4915Co0.0879Cu0.1199Fe0.1838Ni0.1169,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8495
Al0.4920Co0.0878Cu0.1195Fe0.1841Ni0.1166,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6869
Al0.4920Co0.1210Cr0.1630Cu0.1260Fe0.0980,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8711
Al0.4923Co0.1212Cr0.1626Cu0.1262Fe0.0977,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7467
Al0.4938Cr0.1821Cu0.1413Fe0.0992Ni0.0836,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7769
Al0.4940Cr0.1820Cu0.1410Fe0.0990Ni0.0840,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9957
Al0.5000Ba0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:807
Al0.5000Be0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:808
Al0.5000Bi0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:809
Al0.5000Ca0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:810
Al0.5000Cd0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:811
Al0.5000Ce0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3965
Al0.5000Co0.1000Cr0.1000Cu0.1000Fe0.1000Ni0.1000,6,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:3068
Al0.5000Co0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3788
Al0.5000Cr0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:812
Al0.5000Cu0.2500Mg0.2500,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4006
Al0.5000Fe0.2500Ti0.2500,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3995
Al0.5000Ga0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:813
Al0.5000Ge0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:814
Al0.5000In0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:815
Al0.5000La0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3873
Al0.5000Mn0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3774
Al0.5000Mo0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3744
Al0.5000Nb0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:816
Al0.5000Nd0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3656
Al0.5000Ni0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3875
Al0.5000Pb0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:817
Al0.5000Sb0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3889
Al0.5000Se0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:818
Al0.5000Si0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:819
Al0.5000Sn0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:820
Al0.5000Sr0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:821
Al0.5000Ti0.5000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4037
Al0.5000W0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:822
Al0.5000Yb0.5000,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:823
Al0.5015Cr0.1678Cu0.1289Fe0.1099Ni0.0919,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9165
Al0.5015Cr0.1679Cu0.1287Fe0.1097Ni0.0922,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7754
Al0.5019Co0.1421Cr0.1351Cu0.1058Fe0.1151,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7563
Al0.5020Co0.1420Cr0.1350Cu0.1060Fe0.1150,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8244
Al0.5030Co0.1300Cr0.1480Cu0.1140Fe0.1050,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9105
Al0.5032Co0.1300Cr0.1482Cu0.1139Fe0.1047,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7482
Al0.5040Co0.1520Cr0.1230Cu0.0960Fe0.1250,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9496
Al0.5042Co0.1522Cr0.1230Cu0.0956Fe0.1250,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7497
Al0.5045Cr0.1538Cu0.1199Fe0.1209Ni0.1009,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8225
Al0.5053Cr0.1538Cu0.1195Fe0.1208Ni0.1007,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7820
Al0.5082Cu0.2623Ni0.2295,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3955
Al0.5142Co0.0940Cu0.1055Fe0.1633Ni0.1229,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6935
Al0.5145Co0.0941Cu0.1051Fe0.1632Ni0.1231,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8659
Al0.5160Cr0.1380Cu0.1080Fe0.1300Ni0.1080,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9356
Al0.5161Cr0.1384Cu0.1081Fe0.1295Ni0.1079,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7835
Al0.5260Co0.1020Cu0.0950Fe0.1450Ni0.1320,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9662
Al0.5262Co0.1022Cu0.0946Fe0.1454Ni0.1316,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6950
Al0.5265Cr0.0899Cu0.0709Fe0.1708Ni0.1419,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10173
Al0.5266Cr0.0897Cu0.0710Fe0.1707Ni0.1419,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7878
Al0.5276Cr0.1243Cu0.0962Fe0.1375Ni0.1144,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7916
Al0.5280Cr0.1240Cu0.0960Fe0.1380Ni0.1140,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10022
Al0.5290Co0.1104Cu0.0855Fe0.1327Ni0.1425,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7031
Al0.5295Co0.1101Cu0.0851Fe0.1331Ni0.1421,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8127
Al0.5333Li0.3333Mg0.1333,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3945
Al0.5333Ru0.2667Ti0.2000,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3841
Al0.5335Co0.1199Cu0.0749Fe0.1179Ni0.1538,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8245
Al0.5337Co0.1197Cu0.0745Fe0.1184Ni0.1536,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6965
Al0.5344Cr0.0991Cu0.0760Fe0.1583Ni0.1322,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7865
Al0.5345Cr0.0991Cu0.0761Fe0.1582Ni0.1321,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10159
Al0.5385Co0.1269Cu0.0679Fe0.1059Ni0.1608,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8682
Al0.5392Co0.1266Cu0.0677Fe0.1056Ni0.1608,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6980
Al0.5418Cr0.1085Cu0.0843Fe0.1442Ni0.1211,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7850
Al0.5420Cr0.1090Cu0.0840Fe0.1440Ni0.1210,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9405
Al0.5455Co0.1344Cu0.0589Fe0.0928Ni0.1684,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6993
Al0.5455Cu0.0909Mg0.3636,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3691
Al0.5460Co0.1340Cu0.0590Fe0.0930Ni0.1680,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9493
Al0.5500V0.4500,2,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:656
Al0.5510Co0.0790Cu0.1050Fe0.1610Ni0.1040,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9796
Al0.5513Co0.0791Cu0.1049Fe0.1612Ni0.1035,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6870
Al0.5517Cr0.1379Fe0.1379Mn0.1379Ti0.0345,5,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:804
Al0.5520Cr0.1500Cu0.1150Fe0.1000Ni0.0830,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:10271
Al0.5522Cr0.1496Cu0.1154Fe0.0996Ni0.0831,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7755
Al0.5556Hf0.1111Nb0.1111Ti0.1111Zr0.1111,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5282
Al0.5610Cr0.1370Cu0.1060Fe0.1070Ni0.0890,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9508
Al0.5611Cr0.1367Cu0.1059Fe0.1069Ni0.0895,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7821
Al0.5625Mn0.2500Si0.1875,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3697
Al0.5697Cr0.1241Cu0.0956Fe0.1144Ni0.0961,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7836
Al0.5700Cr0.1240Cu0.0960Fe0.1140Ni0.0960,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8613
Al0.5704Co0.0849Cu0.0929Fe0.1439Ni0.1079,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8442
Al0.5710Co0.0846Cu0.0930Fe0.1438Ni0.1076,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6936
Al0.5714Cu0.4286,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3745
Al0.5812Co0.0524Cr0.0524Cu0.0524Fe0.0524Mn0.0524Ni0.0524Ti0.0524V0.0524,9,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4695
Al0.5820Co0.0915Cu0.0821Fe0.1284Ni0.1160,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6951
Al0.5820Cr0.1100Cu0.0860Fe0.1210Ni0.1010,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8821
Al0.5822Cr0.1104Cu0.0856Fe0.1212Ni0.1006,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7917
Al0.5826Co0.0911Cu0.0821Fe0.1281Ni0.1161,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8187
Al0.5836Co0.0965Cu0.0760Fe0.1172Ni0.1268,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7032
Al0.5840Co0.0960Cu0.0760Fe0.1170Ni0.1270,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8759
Al0.5850Cu0.0450Mg0.3150Si0.0100Zn0.0450,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1545
Al0.5900Co0.1036Cu0.0661Fe0.1080Ni0.1323,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6966
Al0.5900Co0.1040Cu0.0660Fe0.1080Ni0.1320,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9535
Al0.5924Cr0.0989Cu0.0759Fe0.1289Ni0.1039,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:10106
Al0.5929Cr0.0986Cu0.0758Fe0.1288Ni0.1038,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7851
Al0.6000Cr0.0500Cu0.1000Fe0.1000Mg0.0500Mn0.0500Ni0.0500,7,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1296
Al0.6000Mg0.4000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4004
Al0.6000Ru0.4000,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3921
Al0.6154Mn0.3846,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3710
Al0.6154V0.3846,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3861
Al0.6190Cr0.1905Si0.1905,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3982
Al0.6250Cu0.1250Mn0.1250Ni0.1250,4,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:4786
Al0.6250Cu0.1250Ti0.2500,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3741
Al0.6300Cu0.0450Mg0.2700Si0.0100Zn0.0450,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1546
Al0.6364Hf0.0909Nb0.0909Ti0.0909Zr0.0909,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5106
Al0.6498Cr0.0500Cu0.0500Mg0.0500Si0.1501Zn0.0500,6,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1038/s41598-019-43329-w,borg2020:101
Al0.6498Cu0.0500Fe0.0500Mg0.0500Si0.1501Zn0.0500,6,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1038/s41598-019-43329-w,borg2020:101
Al0.6498Cu0.0500Mg0.0500Mn0.0500Si0.1501Zn0.0500,6,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1038/s41598-019-43329-w,borg2020:101
Al0.6498Cu0.0500Mg0.0500Ni0.0500Si0.1501Zn0.0500,6,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1038/s41598-019-43329-w,borg2020:101
Al0.6498Cu0.0500Mg0.0500Si0.1501Zn0.0500Zr0.0500,6,borg2020,multi-phase,0,multi-phase,,,FCC+Laves,,,CAST,10.1038/s41598-019-43329-w,borg2020:101
Al0.6500Cr0.0500Cu0.0500Mn0.0500Si0.1500Ti0.0500,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1297
Al0.6500Cu0.0500Fe0.0500Mg0.0500Si0.1500Zn0.0500,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1203
Al0.6500Cu0.0500Mg0.0500Ni0.0500Si0.1500Zn0.0500,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1204
Al0.6667Ce0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3687
Al0.6667Cu0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4018
Al0.6667Fe0.0909Ti0.2424,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3772
Al0.6667Fe0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4051
Al0.6667La0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3973
Al0.6667Mn0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3704
Al0.6667Pt0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4033
Al0.6667Ru0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3703
Al0.6667Sm0.3333,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4038
Al0.6670Cu0.0450Mg0.2330Si0.0100Zn0.0450,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1547
Al0.7000Cr0.0500Cu0.0500Mg0.0500Si0.1000Zn0.0500,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1205
Al0.7000Cu0.0500Mg0.0500Mn0.0500Si0.1000Zn0.0500,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1206
Al0.7000Cu0.0500Mg0.0500Si0.1000Zn0.0500Zr0.0500,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1207
Al0.7143Co0.0357Cr0.0357Cu0.0357Fe0.0357Mn0.0357Ni0.0357Ti0.0357V0.0357,9,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5126
Al0.7143Co0.0952Cr0.0952Ni0.0952,4,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1349
Al0.7143Co0.2857,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3672
Al0.7143Hf0.0714Nb0.0714Ti0.0714Zr0.0714,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:5184
Al0.7333Mn0.2667,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3695
Al0.7500Co0.1250Mn0.1250,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3936
Al0.7500Hf0.0625Nb0.0625Ti0.0625Zr0.0625,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4662
Al0.7500In0.2500,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3725
Al0.7500Ti0.2500,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4043
Al0.7500V0.2500,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3925
Al0.7500Yb0.2500,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3665
Al0.7500Zr0.2500,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3860
Al0.7647Co0.2353,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3949
Al0.7647Ru0.2353,2,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3803
Al0.7692Cu0.0769Mn0.0769Ni0.0769,4,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4953
Al0.7826Cr0.0870Mg0.1304,3,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:3903
